1.00000e-02 1.00000e+02 -5.16227e+03 5.16226e+01 -1.18180e-03 8.00000e-06 0.0 0.0 0.0 5.04855e+01 5.04853e-01 5.10611e-04 0.0 0.0
2.00000e-02 5.00000e+01 -2.58113e+03 5.16226e+01 -1.97800e-03 3.18000e-05 0.0 0.0 0.0 2.52429e+01 5.04853e-01 5.14858e-04 4.00000e-07 0.0
3.00000e-02 3.33333e+01 -1.72076e+03 5.16226e+01 -2.77500e-03 7.18000e-05 0.0 0.0 0.0 1.68286e+01 5.04853e-01 5.19274e-04 7.48331e-07 0.0
4.00000e-02 2.50000e+01 -1.29057e+03 5.16226e+01 -3.57260e-03 1.27800e-04 0.0 0.0 0.0 1.26215e+01 5.04852e-01 5.23400e-04 1.16619e-06 0.0
5.00000e-02 2.00000e+01 -1.03246e+03 5.16226e+01 -4.37060e-03 1.99400e-04 0.0 0.0 0.0 1.00973e+01 5.04853e-01 5.27952e-04 1.85472e-06 0.0
6.00000e-02 1.66667e+01 -8.60380e+02 5.16225e+01 -5.16920e-03 2.88000e-04 0.0 0.0 0.0 8.41443e+00 5.04852e-01 5.32130e-04 2.28035e-06 0.0
7.00000e-02 1.42857e+01 -7.37470e+02 5.16225e+01 -5.96900e-03 3.92000e-04 0.0 0.0 2.38419e-07 7.21240e+00 5.04853e-01 5.36422e-04 3.16228e-06 0.0
8.00000e-02 1.25000e+01 -6.45287e+02 5.16224e+01 -6.76940e-03 5.12600e-04 0.0 0.0 0.0 6.31088e+00 5.04852e-01 5.40744e-04 3.82623e-06 0.0
9.00000e-02 1.11111e+01 -5.73589e+02 5.16223e+01 -7.57080e-03 6.49600e-04 0.0 0.0 0.0 5.60970e+00 5.04853e-01 5.44739e-04 4.71593e-06 0.0
1.00000e-01 1.00000e+01 -5.16231e+02 5.16223e+01 -8.37320e-03 8.03000e-04 0.0 0.0 0.0 5.04875e+00 5.04853e-01 5.49083e-04 5.36656e-06 0.0
1.10000e-01 9.09091e+00 -4.69302e+02 5.16222e+01 -9.17700e-03 9.73000e-04 0.0 1.86265e-09 0.0 4.58979e+00 5.04853e-01 5.53164e-04 6.26099e-06 0.0
1.20000e-01 8.33333e+00 -4.30194e+02 5.16221e+01 -9.98220e-03 1.16020e-03 0.0 0.0 0.0 4.20733e+00 5.04853e-01 5.56976e-04 7.19444e-06 0.0
1.30000e-01 7.69231e+00 -3.97103e+02 5.16220e+01 -1.07884e-02 1.36420e-03 0.0 0.0 8.42937e-08 3.88371e+00 5.04852e-01 5.60648e-04 7.67854e-06 0.0
1.40000e-01 7.14286e+00 -3.68739e+02 5.16219e+01 -1.15964e-02 1.58500e-03 0.0 0.0 1.19209e-07 3.60631e+00 5.04852e-01 5.64118e-04 8.22192e-06 0.0
1.50000e-01 6.66667e+00 -3.44157e+02 5.16217e+01 -1.24056e-02 1.82320e-03 0.0 0.0 8.42937e-08 3.36591e+00 5.04852e-01 5.67843e-04 8.49470e-06 0.0
1.60000e-01 6.25000e+00 -3.22648e+02 5.16216e+01 -1.32170e-02 2.07900e-03 0.0 0.0 0.0 3.15555e+00 5.04852e-01 5.70876e-04 9.07744e-06 0.0
1.70000e-01 5.88235e+00 -3.03670e+02 5.16215e+01 -1.40298e-02 2.35240e-03 0.0 1.86265e-09 0.0 2.96995e+00 5.04852e-01 5.73945e-04 9.32952e-06 0.0
1.80000e-01 5.55556e+00 -2.86800e+02 5.16213e+01 -1.48448e-02 2.64360e-03 0.0 0.0 5.96046e-08 2.80496e+00 5.04852e-01 5.76930e-04 9.64572e-06 0.0
1.90000e-01 5.26316e+00 -2.71706e+02 5.16212e+01 -1.56618e-02 2.95300e-03 0.0 0.0 5.96046e-08 2.65735e+00 5.04851e-01 5.80005e-04 9.83870e-06 0.0
2.00000e-01 5.00000e+00 -2.58122e+02 5.16210e+01 -1.64812e-02 3.28100e-03 0.0 0.0 0.0 2.52449e+00 5.04851e-01 5.82410e-04 1.01390e-05 0.0
2.10000e-01 4.76190e+00 -2.45831e+02 5.16209e+01 -1.73024e-02 3.62760e-03 0.0 3.72529e-09 0.0 2.40429e+00 5.04851e-01 5.84504e-04 1.08000e-05 0.0
